measure_name,value_set_name,value_set_oid,code,codeSystem,codeSystemName,codeSystemVersion,displayName
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,48589009,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,Minor depressive disorder (disorder)
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,63778009,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,"Major depressive disorder, single episode with melancholic features (disorder)"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,66344007,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,Recurrent major depression (disorder)
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,67711008,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,Primary dysthymia late onset (disorder)
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,69392006,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,"Major depressive disorder, single episode with catatonic features (disorder)"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,71336009,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,Recurrent major depressive disorder with postpartum onset (disorder)
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,73867007,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,Severe major depression with psychotic features (disorder)
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,75084000,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,Severe major depression without psychotic features (disorder)
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,75837004,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,Mood disorder with depressive features due to general medical condition (disorder)
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,76441001,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,"Severe major depression, single episode, without psychotic features (disorder)"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,77486005,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,Mood disorder with major depressive-like episode due to general medical condition (disorder)
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,77911002,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,"Severe major depression, single episode, with psychotic features, mood-congruent (disorder)"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,78667006,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,Dysthymia (disorder)
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,79298009,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,"Mild major depression, single episode (disorder)"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,81319007,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,"Severe bipolar II disorder, most recent episode major depressive without psychotic features (disorder)"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,83176005,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,Primary dysthymia (disorder)
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,832007,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,Moderate major depression (disorder)
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,84760002,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,"Schizoaffective disorder, depressive type (disorder)"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,85080004,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,Secondary dysthymia (disorder)
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,87512008,2.16.840.1.113883.6.96,SNOMEDCT,2018-09,Mild major depression (disorder)
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F01.51,2.16.840.1.113883.6.90,ICD10CM,2019,Vascular dementia with behavioral disturbance
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F32.0,2.16.840.1.113883.6.90,ICD10CM,2019,"Major depressive disorder, single episode, mild"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F32.1,2.16.840.1.113883.6.90,ICD10CM,2019,"Major depressive disorder, single episode, moderate"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F32.2,2.16.840.1.113883.6.90,ICD10CM,2019,"Major depressive disorder, single episode, severe without psychotic features"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F32.3,2.16.840.1.113883.6.90,ICD10CM,2019,"Major depressive disorder, single episode, severe with psychotic features"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F32.4,2.16.840.1.113883.6.90,ICD10CM,2019,"Major depressive disorder, single episode, in partial remission"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F32.5,2.16.840.1.113883.6.90,ICD10CM,2019,"Major depressive disorder, single episode, in full remission"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F32.89,2.16.840.1.113883.6.90,ICD10CM,2019,Other specified depressive episodes
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F32.9,2.16.840.1.113883.6.90,ICD10CM,2019,"Major depressive disorder, single episode, unspecified"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F33.0,2.16.840.1.113883.6.90,ICD10CM,2019,"Major depressive disorder, recurrent, mild"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F33.1,2.16.840.1.113883.6.90,ICD10CM,2019,"Major depressive disorder, recurrent, moderate"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F33.2,2.16.840.1.113883.6.90,ICD10CM,2019,"Major depressive disorder, recurrent severe without psychotic features"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F33.3,2.16.840.1.113883.6.90,ICD10CM,2019,"Major depressive disorder, recurrent, severe with psychotic symptoms"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F33.40,2.16.840.1.113883.6.90,ICD10CM,2019,"Major depressive disorder, recurrent, in remission, unspecified"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F33.41,2.16.840.1.113883.6.90,ICD10CM,2019,"Major depressive disorder, recurrent, in partial remission"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F33.42,2.16.840.1.113883.6.90,ICD10CM,2019,"Major depressive disorder, recurrent, in full remission"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F33.8,2.16.840.1.113883.6.90,ICD10CM,2019,Other recurrent depressive disorders
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F33.9,2.16.840.1.113883.6.90,ICD10CM,2019,"Major depressive disorder, recurrent, unspecified"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F34.1,2.16.840.1.113883.6.90,ICD10CM,2019,Dysthymic disorder
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F34.81,2.16.840.1.113883.6.90,ICD10CM,2019,Disruptive mood dysregulation disorder
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F34.89,2.16.840.1.113883.6.90,ICD10CM,2019,Other specified persistent mood disorders
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F43.21,2.16.840.1.113883.6.90,ICD10CM,2019,Adjustment disorder with depressed mood
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F43.23,2.16.840.1.113883.6.90,ICD10CM,2019,Adjustment disorder with mixed anxiety and depressed mood
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F53.0,2.16.840.1.113883.6.90,ICD10CM,2019,Postpartum depression
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,F53.1,2.16.840.1.113883.6.90,ICD10CM,2019,Puerperal psychosis
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,O90.6,2.16.840.1.113883.6.90,ICD10CM,2019,Postpartum mood disturbance
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,O99.340,2.16.840.1.113883.6.90,ICD10CM,2019,"Other mental disorders complicating pregnancy, unspecified trimester"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,O99.341,2.16.840.1.113883.6.90,ICD10CM,2019,"Other mental disorders complicating pregnancy, first trimester"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,O99.342,2.16.840.1.113883.6.90,ICD10CM,2019,"Other mental disorders complicating pregnancy, second trimester"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,O99.343,2.16.840.1.113883.6.90,ICD10CM,2019,"Other mental disorders complicating pregnancy, third trimester"
depression_screening,Depression diagnosis,2.16.840.1.113883.3.600.145,O99.345,2.16.840.1.113883.6.90,ICD10CM,2019,Other mental disorders complicating the puerperium
depression_screening,Depression medications - adolescent,2.16.840.1.113883.3.600.469,1190110,2.16.840.1.113883.6.88,RXNORM,2019-01,Fluoxetine 60 MG Oral Tablet
depression_screening,Depression medications - adolescent,2.16.840.1.113883.3.600.469,248642,2.16.840.1.113883.6.88,RXNORM,2019-01,Fluoxetine 20 MG Oral Tablet
depression_screening,Depression medications - adolescent,2.16.840.1.113883.3.600.469,310384,2.16.840.1.113883.6.88,RXNORM,2019-01,Fluoxetine 10 MG Oral Capsule
depression_screening,Depression medications - adolescent,2.16.840.1.113883.3.600.469,310385,2.16.840.1.113883.6.88,RXNORM,2019-01,Fluoxetine 20 MG Oral Capsule
depression_screening,Depression medications - adolescent,2.16.840.1.113883.3.600.469,310386,2.16.840.1.113883.6.88,RXNORM,2019-01,Fluoxetine 4 MG/ML Oral Solution
depression_screening,Depression medications - adolescent,2.16.840.1.113883.3.600.469,313989,2.16.840.1.113883.6.88,RXNORM,2019-01,Fluoxetine 40 MG Oral Capsule
depression_screening,Depression medications - adolescent,2.16.840.1.113883.3.600.469,313990,2.16.840.1.113883.6.88,RXNORM,2019-01,Fluoxetine 10 MG Oral Tablet
depression_screening,Depression medications - adolescent,2.16.840.1.113883.3.600.469,313995,2.16.840.1.113883.6.88,RXNORM,2019-01,Fluoxetine 90 MG Delayed Release Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1000048,2.16.840.1.113883.6.88,RXNORM,2019-01,Doxepin Hydrochloride 10 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1000054,2.16.840.1.113883.6.88,RXNORM,2019-01,Doxepin Hydrochloride 10 MG/ML Oral Solution
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1000058,2.16.840.1.113883.6.88,RXNORM,2019-01,Doxepin Hydrochloride 100 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1000064,2.16.840.1.113883.6.88,RXNORM,2019-01,Doxepin Hydrochloride 150 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1000070,2.16.840.1.113883.6.88,RXNORM,2019-01,Doxepin Hydrochloride 25 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1000076,2.16.840.1.113883.6.88,RXNORM,2019-01,Doxepin Hydrochloride 50 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1000097,2.16.840.1.113883.6.88,RXNORM,2019-01,Doxepin Hydrochloride 75 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,103968,2.16.840.1.113883.6.88,RXNORM,2019-01,lamotrigine 100 MG Disintegrating Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1086772,2.16.840.1.113883.6.88,RXNORM,2019-01,vilazodone hydrochloride 10 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1086778,2.16.840.1.113883.6.88,RXNORM,2019-01,vilazodone hydrochloride 20 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1086784,2.16.840.1.113883.6.88,RXNORM,2019-01,vilazodone hydrochloride 40 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1086789,2.16.840.1.113883.6.88,RXNORM,2019-01,{7 (vilazodone hydrochloride 10 MG Oral Tablet) / 7 (vilazodone hydrochloride 20 MG Oral Tablet) / 16 (vilazodone hydrochloride 40 MG Oral Tablet) } Pack
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1098608,2.16.840.1.113883.6.88,RXNORM,2019-01,24 HR lamotrigine 300 MG Extended Release Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1098649,2.16.840.1.113883.6.88,RXNORM,2019-01,Nefazodone hydrochloride 100 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1098666,2.16.840.1.113883.6.88,RXNORM,2019-01,Nefazodone hydrochloride 150 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1098670,2.16.840.1.113883.6.88,RXNORM,2019-01,Nefazodone hydrochloride 200 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1098674,2.16.840.1.113883.6.88,RXNORM,2019-01,Nefazodone hydrochloride 250 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1098678,2.16.840.1.113883.6.88,RXNORM,2019-01,Nefazodone hydrochloride 50 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1099288,2.16.840.1.113883.6.88,RXNORM,2019-01,Desipramine Hydrochloride 10 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1099292,2.16.840.1.113883.6.88,RXNORM,2019-01,Desipramine Hydrochloride 100 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1099296,2.16.840.1.113883.6.88,RXNORM,2019-01,Desipramine Hydrochloride 150 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1099300,2.16.840.1.113883.6.88,RXNORM,2019-01,Desipramine Hydrochloride 25 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1099304,2.16.840.1.113883.6.88,RXNORM,2019-01,Desipramine Hydrochloride 50 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1099316,2.16.840.1.113883.6.88,RXNORM,2019-01,Desipramine Hydrochloride 75 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1146690,2.16.840.1.113883.6.88,RXNORM,2019-01,24 HR lamotrigine 250 MG Extended Release Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1190110,2.16.840.1.113883.6.88,RXNORM,2019-01,Fluoxetine 60 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1232585,2.16.840.1.113883.6.88,RXNORM,2019-01,24 HR Bupropion Hydrochloride 450 MG Extended Release Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1298857,2.16.840.1.113883.6.88,RXNORM,2019-01,Maprotiline Hydrochloride 25 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1298861,2.16.840.1.113883.6.88,RXNORM,2019-01,Maprotiline Hydrochloride 50 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1298870,2.16.840.1.113883.6.88,RXNORM,2019-01,Maprotiline Hydrochloride 75 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1738483,2.16.840.1.113883.6.88,RXNORM,2019-01,Paroxetine Hydrochloride 10 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1738495,2.16.840.1.113883.6.88,RXNORM,2019-01,Paroxetine Hydrochloride 20 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1738503,2.16.840.1.113883.6.88,RXNORM,2019-01,Paroxetine Hydrochloride 30 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1738511,2.16.840.1.113883.6.88,RXNORM,2019-01,Paroxetine Hydrochloride 40 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1738515,2.16.840.1.113883.6.88,RXNORM,2019-01,Paroxetine mesylate 10 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1738519,2.16.840.1.113883.6.88,RXNORM,2019-01,Paroxetine mesylate 20 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1738523,2.16.840.1.113883.6.88,RXNORM,2019-01,Paroxetine mesylate 30 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1738527,2.16.840.1.113883.6.88,RXNORM,2019-01,Paroxetine mesylate 40 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1738803,2.16.840.1.113883.6.88,RXNORM,2019-01,24 HR Paroxetine Hydrochloride 12.5 MG Extended Release Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1738805,2.16.840.1.113883.6.88,RXNORM,2019-01,24 HR Paroxetine Hydrochloride 25 MG Extended Release Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,1738807,2.16.840.1.113883.6.88,RXNORM,2019-01,24 HR Paroxetine Hydrochloride 37.5 MG Extended Release Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,197363,2.16.840.1.113883.6.88,RXNORM,2019-01,Amoxapine 100 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,197364,2.16.840.1.113883.6.88,RXNORM,2019-01,Amoxapine 150 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,197365,2.16.840.1.113883.6.88,RXNORM,2019-01,Amoxapine 25 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,197366,2.16.840.1.113883.6.88,RXNORM,2019-01,Amoxapine 50 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,198045,2.16.840.1.113883.6.88,RXNORM,2019-01,Nortriptyline 10 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,198046,2.16.840.1.113883.6.88,RXNORM,2019-01,Nortriptyline 50 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,198047,2.16.840.1.113883.6.88,RXNORM,2019-01,Nortriptyline 75 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,198427,2.16.840.1.113883.6.88,RXNORM,2019-01,lamotrigine 100 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,198428,2.16.840.1.113883.6.88,RXNORM,2019-01,lamotrigine 150 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,198429,2.16.840.1.113883.6.88,RXNORM,2019-01,lamotrigine 200 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,198430,2.16.840.1.113883.6.88,RXNORM,2019-01,lamotrigine 25 MG Disintegrating Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,199283,2.16.840.1.113883.6.88,RXNORM,2019-01,Nortriptyline 10 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,199820,2.16.840.1.113883.6.88,RXNORM,2019-01,Trimipramine 25 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,200371,2.16.840.1.113883.6.88,RXNORM,2019-01,Citalopram 20 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,248642,2.16.840.1.113883.6.88,RXNORM,2019-01,Fluoxetine 20 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,251200,2.16.840.1.113883.6.88,RXNORM,2019-01,Sertraline 200 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,252478,2.16.840.1.113883.6.88,RXNORM,2019-01,lamotrigine 50 MG Disintegrating Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,252479,2.16.840.1.113883.6.88,RXNORM,2019-01,lamotrigine 200 MG Disintegrating Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,282401,2.16.840.1.113883.6.88,RXNORM,2019-01,lamotrigine 25 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,283406,2.16.840.1.113883.6.88,RXNORM,2019-01,Mirtazapine 15 MG Disintegrating Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,283407,2.16.840.1.113883.6.88,RXNORM,2019-01,Mirtazapine 30 MG Disintegrating Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,283485,2.16.840.1.113883.6.88,RXNORM,2019-01,Mirtazapine 45 MG Disintegrating Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,283672,2.16.840.1.113883.6.88,RXNORM,2019-01,Citalopram 10 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,309313,2.16.840.1.113883.6.88,RXNORM,2019-01,Citalopram 2 MG/ML Oral Solution
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,309314,2.16.840.1.113883.6.88,RXNORM,2019-01,Citalopram 40 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,310384,2.16.840.1.113883.6.88,RXNORM,2019-01,Fluoxetine 10 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,310385,2.16.840.1.113883.6.88,RXNORM,2019-01,Fluoxetine 20 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,310386,2.16.840.1.113883.6.88,RXNORM,2019-01,Fluoxetine 4 MG/ML Oral Solution
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,311264,2.16.840.1.113883.6.88,RXNORM,2019-01,lamotrigine 25 MG Chewable Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,311265,2.16.840.1.113883.6.88,RXNORM,2019-01,lamotrigine 5 MG Chewable Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,311725,2.16.840.1.113883.6.88,RXNORM,2019-01,Mirtazapine 15 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,311726,2.16.840.1.113883.6.88,RXNORM,2019-01,Mirtazapine 45 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,312036,2.16.840.1.113883.6.88,RXNORM,2019-01,Nortriptyline 2 MG/ML Oral Solution
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,312242,2.16.840.1.113883.6.88,RXNORM,2019-01,Paroxetine Hydrochloride 2 MG/ML Oral Suspension
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,312347,2.16.840.1.113883.6.88,RXNORM,2019-01,Phenelzine 15 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,312938,2.16.840.1.113883.6.88,RXNORM,2019-01,Sertraline 100 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,312940,2.16.840.1.113883.6.88,RXNORM,2019-01,Sertraline 25 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,312941,2.16.840.1.113883.6.88,RXNORM,2019-01,Sertraline 50 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,313447,2.16.840.1.113883.6.88,RXNORM,2019-01,Tranylcypromine 10 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,313496,2.16.840.1.113883.6.88,RXNORM,2019-01,Trimipramine 100 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,313497,2.16.840.1.113883.6.88,RXNORM,2019-01,Trimipramine 100 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,313498,2.16.840.1.113883.6.88,RXNORM,2019-01,Trimipramine 25 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,313499,2.16.840.1.113883.6.88,RXNORM,2019-01,Trimipramine 50 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,313580,2.16.840.1.113883.6.88,RXNORM,2019-01,venlafaxine 100 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,313581,2.16.840.1.113883.6.88,RXNORM,2019-01,24 HR venlafaxine 150 MG Extended Release Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,313582,2.16.840.1.113883.6.88,RXNORM,2019-01,venlafaxine 25 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,313583,2.16.840.1.113883.6.88,RXNORM,2019-01,24 HR venlafaxine 37.5 MG Extended Release Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,313584,2.16.840.1.113883.6.88,RXNORM,2019-01,venlafaxine 37.5 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,313585,2.16.840.1.113883.6.88,RXNORM,2019-01,24 HR venlafaxine 75 MG Extended Release Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,313586,2.16.840.1.113883.6.88,RXNORM,2019-01,venlafaxine 75 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,313989,2.16.840.1.113883.6.88,RXNORM,2019-01,Fluoxetine 40 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,313990,2.16.840.1.113883.6.88,RXNORM,2019-01,Fluoxetine 10 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,313995,2.16.840.1.113883.6.88,RXNORM,2019-01,Fluoxetine 90 MG Delayed Release Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,314111,2.16.840.1.113883.6.88,RXNORM,2019-01,Mirtazapine 30 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,314277,2.16.840.1.113883.6.88,RXNORM,2019-01,venlafaxine 50 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,317136,2.16.840.1.113883.6.88,RXNORM,2019-01,Nortriptyline 25 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,349010,2.16.840.1.113883.6.88,RXNORM,2019-01,lamotrigine 2 MG Chewable Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,349332,2.16.840.1.113883.6.88,RXNORM,2019-01,Escitalopram 10 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,351249,2.16.840.1.113883.6.88,RXNORM,2019-01,Escitalopram 5 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,351250,2.16.840.1.113883.6.88,RXNORM,2019-01,Escitalopram 20 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,351285,2.16.840.1.113883.6.88,RXNORM,2019-01,Escitalopram 1 MG/ML Oral Solution
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,410503,2.16.840.1.113883.6.88,RXNORM,2019-01,5-Hydroxytryptophan 100 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,476809,2.16.840.1.113883.6.88,RXNORM,2019-01,Mirtazapine 7.5 MG Oral Tablet
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,485514,2.16.840.1.113883.6.88,RXNORM,2019-01,5-Hydroxytryptophan 50 MG Oral Capsule
depression_screening,Depression medications - adult,2.16.840.1.113883.3.600.470,596926,2.16.840.1.113883.6.88,RXNORM,2019-01,duloxetine 20 MG Delayed Release Oral Capsule
